run_id	model_id	family	seed	metric_name	metric_direction	composition_id	lambda_high_av	metric_value
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0130	0.13	0.40678459651022125
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0131	0.13100000000000001	0.40674772274151766
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0132	0.13200000000000001	0.40671084897281401
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0133	0.13300000000000001	0.40667397520411042
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0134	0.13400000000000001	0.40663710143540671
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0135	0.13500000000000001	0.40660022766670312
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0136	0.13600000000000001	0.40656335389799947
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0137	0.13700000000000001	0.40652648012929588
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0138	0.13800000000000001	0.40648960636059223
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0139	0.13900000000000001	0.40645273259188852
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0140	0.14000000000000001	0.40641585882318493
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0141	0.14100000000000001	0.40637898505448128
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0142	0.14200000000000002	0.40634211128577769
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0143	0.14300000000000002	0.40630523751707404
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0144	0.14400000000000002	0.40626836374837044
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0145	0.14499999999999999	0.40623148997966674
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0146	0.14599999999999999	0.40619461621096314
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0147	0.14699999999999999	0.4061577424422595
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0148	0.14799999999999999	0.40612086867355585
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0149	0.14899999999999999	0.40608399490485225
